Time,LXpix,LYpix,RXpix,RYpix,LXhref,LYhref,RXhref,RYhref,LP,RP
3429150,501.06,414.675,487.06,410.55,551,2320,411,2269,2244,2451
3429152,500.9,414.3,486.98,411.15,550,2316,410,2276,2244,2449
3429154,500.82,413.925,486.9,411.75,549,2312,409,2282,2245,2448
3429156,501.22,414.075,487.62,409.875,553,2314,417,2263,2248,2449
3429158,501.54,414.6,487.06,411.825,555,2320,410,2283,2250,2468
3429160,501.22,414.9,486.66,412.05,552,2323,406,2285,2253,2470
3429162,501.46,414.15,486.9,411.9,555,2315,408,2284,2250,2481
3429164,501.14,414.75,487.94,412.725,551,2321,417,2293,2250,2478
3429166,500.9,415.425,487.46,411,548,2329,414,2274,2258,2470
3429168,501.7,415.5,487.7,413.325,556,2330,415,2300,2250,2477
3429170,501.3,415.05,486.98,412.425,552,2324,408,2290,2253,2479
3429172,501.38,415.275,488.5,412.35,553,2327,423,2289,2257,2480
3429174,502.18,415.2,487.54,413.775,560,2327,413,2304,2249,2484
3429176,501.14,414.825,486.82,413.625,551,2322,406,2302,2252,2479
3429178,500.9,415.35,487.86,415.275,548,2328,415,2320,2257,2490
3429180,501.7,414.975,487.14,413.7,556,2324,408,2303,2255,2496
3429182,501.38,415.575,487.3,415.05,552,2330,409,2318,2257,2490
3429184,501.06,414.6,487.62,414.075,550,2319,413,2307,2256,2495
3429186,502.1,415.125,488.5,413.475,559,2325,422,2302,2258,2496
3429188,501.46,415.5,487.38,413.1,553,2330,411,2297,2257,2497
3429190,501.54,415.05,487.54,412.125,554,2324,413,2286,2260,2498
3429192,501.22,414.975,488.26,413.4,550,2324,419,2300,2256,2501
3429194,500.66,414.9,487.14,412.65,544,2323,409,2291,2253,2494
3429196,501.22,414.675,488.58,412.2,550,2320,423,2288,2256,2498
3429198,501.54,415.2,487.62,412.125,553,2326,413,2286,2254,2503
3429200,501.7,414.9,487.62,411.975,554,2323,412,2285,2256,2505
3429202,500.74,415.5,487.62,411.6,544,2328,413,2281,2257,2504
3429204,501.62,414.675,488.18,411.375,553,2320,418,2278,2257,2505
3429206,500.98,413.4,487.62,412.575,548,2306,412,2291,2258,2502
3429208,500.9,414.3,488.02,410.25,546,2315,417,2265,2258,2511
3429210,501.3,414.075,487.7,409.5,550,2313,415,2257,2259,2507
3429212,501.06,413.7,487.3,410.925,548,2309,410,2272,2260,2506
3429214,501.38,414.675,487.06,409.875,551,2319,408,2261,2262,2510
3429216,501.54,413.775,487.46,410.1,552,2310,411,2263,2262,2512
3429218,500.98,413.625,486.82,408.975,546,2307,405,2251,2258,2512
3429220,501.22,413.4,487.94,409.425,549,2305,416,2256,2261,2512
3429222,501.22,413.4,487.06,408.825,549,2305,407,2249,2258,2512
3429224,500.98,414.225,487.7,409.125,546,2313,414,2253,2264,2514
3429226,500.82,414.225,487.38,409.725,544,2314,410,2258,2258,2511
3429228,501.54,413.475,487.62,409.95,551,2305,412,2261,2262,2511
3429230,501.22,413.4,487.38,409.95,548,2305,409,2261,2258,2512
3429232,501.14,413.775,487.38,409.725,547,2308,409,2258,2258,2516
3429234,500.58,413.1,486.9,409.575,542,2300,404,2256,2260,2508
3429236,500.74,414.15,487.62,409.8,543,2312,412,2259,2260,2518
