Time,LXpix,LYpix,RXpix,RYpix,LXhref,LYhref,RXhref,RYhref,LP,RP
11877020,467.62,317.025,469.46,330.525,880,402,887,547,3406,4035
11877022,467.94,317.475,469.7,331.425,883,407,889,557,3407,4035
11877024,468.1,317.325,469.86,330.525,885,405,891,547,3412,4033
11877026,467.38,317.55,469.38,332.4,877,407,884,567,3403,4038
11877028,467.94,317.925,469.22,331.95,883,412,884,562,3403,4036
11877030,467.38,317.625,469.86,332.175,877,408,890,565,3402,4032
11877032,467.54,317.925,468.82,332.7,878,411,879,569,3403,4040
11877034,468.02,320.325,469.62,333.375,882,438,887,577,3416,4042
11877036,467.06,320.7,469.54,333.225,871,441,886,576,3393,4037
11877038,467.46,323.325,468.98,333.975,874,469,880,583,3424,4040
11877040,467.14,323.625,468.9,333.9,870,472,879,583,3409,4040
11877042,467.06,323.625,468.9,335.25,869,472,878,597,3408,4047
11877044,467.14,326.475,469.22,334.275,868,502,882,587,3437,4043
11877046,466.98,327.975,468.9,336,866,518,878,606,3445,4044
11877048,467.62,328.125,469.54,334.95,872,520,885,594,3430,4041
11877050,467.86,329.1,469.06,335.4,874,531,880,599,3436,4042
11877052,466.82,329.85,468.82,335.4,862,539,878,599,3441,4046
11877054,467.78,328.8,468.74,334.65,873,528,878,591,3432,4038
11877056,466.98,326.85,468.82,335.025,867,507,878,595,3419,4039
11877058,467.3,328.05,468.9,335.25,868,520,879,598,3421,4043
11877060,466.82,327,468.74,334.65,865,509,878,591,3423,4045
11877062,466.66,325.275,468.82,334.575,865,490,879,591,3414,4044
11877064,467.38,325.275,468.42,333.825,872,490,876,583,3433,4040
11877066,467.22,325.95,468.9,333.15,870,498,881,576,3433,4041
11877068,467.46,323.775,468.58,333.375,874,475,878,578,3432,4040
11877070,467.62,323.175,468.58,333.675,877,469,878,581,3435,4046
11877072,466.82,321.975,468.74,332.85,870,455,880,573,3424,4042
11877074,467.38,323.025,468.18,333.3,875,467,874,577,3421,4044
11877076,466.98,321.6,468.18,332.55,872,451,874,569,3422,4043
11877078,466.82,322.2,468.66,333.15,870,458,879,576,3426,4041
11877080,467.06,321.075,468.1,332.325,874,446,874,567,3419,4031
11877082,466.74,321.975,468.5,332.625,869,456,878,570,3419,4034
11877084,467.14,321.225,468.66,332.4,874,448,879,568,3420,4037
11877086,467.06,321.3,468.42,332.325,872,449,877,567,3424,4036
11877088,467.22,320.475,467.86,332.325,875,440,871,567,3416,4038
11877090,466.98,322.95,468.18,333.225,870,466,874,577,3428,4038
11877092,467.54,321.6,468.18,332.625,877,453,874,570,3424,4032
11877094,467.86,325.2,468.18,333,877,491,873,574,3427,4034
11877096,467.06,323.025,468.58,333.675,871,467,877,582,3423,4034
11877098,467.3,325.125,468.74,334.2,871,490,878,588,3429,4030
11877100,467.7,324.675,468.34,333.825,876,486,874,583,3415,4033
11877102,466.02,326.4,468.74,334.5,857,503,878,591,3437,4039
11877104,467.62,327.525,469.22,334.425,873,516,883,591,3425,4035
11877106,466.98,327.525,468.74,334.65,866,515,878,593,3445,4031
11877108,466.5,327.675,468.58,334.2,861,517,877,588,3441,4029
11877110,467.14,328.275,468.18,335.325,867,524,872,600,3429,4038
11877112,467.14,326.925,468.66,334.35,868,509,878,590,3441,4029
11877114,466.58,327.6,468.74,334.95,862,517,878,597,3446,4031
11877116,467.78,328.05,469.54,335.4,875,523,886,602,3435,4033
11877118,467.54,327.525,468.42,335.1,873,517,875,598,3443,4033
11877120,467.94,327.3,468.98,335.4,877,515,881,602,3420,4033
11877122,466.66,326.775,469.7,334.875,864,509,889,598,3444,4035
11877124,467.46,327.825,468.9,334.725,871,520,880,595,3423,4027
11877126,467.62,328.575,469.22,335.175,873,529,884,600,3441,4035
11877128,467.62,327.3,469.38,334.575,874,516,886,595,3430,4032
11877130,467.7,329.325,468.5,336.15,873,537,876,611,3440,4030
11877132,468.26,327.15,469.22,335.625,881,515,884,605,3422,4036
11877134,467.94,329.175,469.46,335.775,877,536,886,608,3435,4038
11877136,467.78,328.125,469.54,335.25,876,525,888,603,3417,4034
11877138,468.34,328.65,469.14,335.175,882,531,884,602,3426,4036
11877140,467.38,327.825,469.14,334.725,873,522,885,597,3441,4033
11877142,467.78,329.625,468.9,335.475,875,542,882,605,3432,4031
11877144,467.62,328.8,469.14,335.55,875,533,885,606,3443,4041
11877146,467.62,328.425,469.86,336.9,876,530,891,622,3441,4048
11877148,467.3,328.125,469.14,334.95,873,525,885,600,3422,4028
11877150,468.26,329.4,469.3,336.3,881,541,886,614,3425,4036
11877152,467.46,328.5,469.14,335.55,874,530,886,607,3432,4034
11877154,467.78,328.35,469.7,336.075,878,529,891,613,3430,4030
11877156,467.94,329.025,469.46,336,879,536,888,612,3439,4027
11877158,468.42,330.375,469.22,336.075,883,551,887,613,3439,4026
11877160,468.1,328.8,468.98,336.975,881,534,883,622,3426,4036
11877162,468.02,329.775,469.38,336.3,880,545,888,615,3434,4035
11877164,467.78,329.475,468.5,336.225,878,542,879,614,3431,4025
11877166,468.26,330,469.06,337.35,883,548,884,627,3435,4031
11877168,467.7,330.45,469.3,337.35,877,552,887,627,3435,4033
11877170,468.58,330.9,468.9,337.35,886,558,883,627,3433,4032
11877172,468.34,330.225,469.22,336.825,884,551,887,621,3437,4025
11877174,468.1,330.45,468.9,336.975,881,553,884,623,3434,4029
11877176,467.94,329.1,468.5,336.3,881,539,880,616,3428,4029
11877178,467.86,329.7,469.7,336.45,879,545,892,618,3439,4028
11877180,467.78,329.55,468.58,336.15,879,543,881,614,3430,4024
11877182,468.26,329.55,468.66,336.3,884,543,882,615,3436,4018
11877184,468.18,327.375,468.26,335.925,885,520,878,611,3432,4026
11877186,467.7,328.05,468.34,336.825,880,527,878,621,3434,4031
11877188,468.58,327.075,467.94,335.175,889,518,876,603,3438,4019
11877190,467.62,326.025,468.1,334.725,880,506,877,598,3446,4020
11877192,466.82,325.95,468.34,334.5,872,504,880,596,3448,4025
11877194,468.1,326.475,467.78,334.65,885,510,875,597,3436,4012
11877196,466.98,324.6,467.54,334.5,875,489,872,595,3441,4014
11877198,466.5,325.95,467.86,335.1,869,503,875,602,3444,4023
11877200,467.38,325.2,467.54,334.5,879,495,872,595,3439,4017
11877202,467.22,326.4,467.46,334.2,876,508,871,591,3441,4021
