Time,LXpix,LYpix,RXpix,RYpix,LXhref,LYhref,RXhref,RYhref,LP,RP
6690916,429.14,280.05,409.06,281.25,-564,-625,-776,-594,1523,1874
6690918,429.14,280.125,409.54,281.325,-564,-623,-771,-593,1523,1870
6690920,429.22,280.275,409.94,281.325,-563,-622,-767,-593,1523,1867
6690922,428.98,280.05,409.38,282,-565,-624,-772,-586,1527,1872
6690924,430.42,279.6,409.7,282.9,-551,-630,-768,-576,1526,1873
6690926,433.22,282.3,411.38,284.55,-519,-604,-748,-560,1531,1873
6690928,437.7,285.825,415.62,286.2,-468,-570,-702,-545,1527,1876
6690930,443.94,289.725,420.9,291.525,-398,-533,-641,-493,1529,1886
6690932,452.5,296.775,427.86,296.475,-302,-464,-563,-445,1537,1889
6690934,460.18,303,435.62,302.7,-215,-404,-475,-384,1546,1885
6690936,467.14,307.35,440.98,305.85,-137,-362,-416,-355,1547,1896
6690938,471.78,311.025,444.82,308.625,-85,-327,-372,-328,1552,1894
6690940,473.3,312.75,447.7,311.025,-68,-309,-340,-305,1555,1899
6690942,473.06,312.825,447.46,311.925,-70,-308,-342,-295,1555,1902
6690944,472.02,312.225,445.94,311.7,-82,-314,-358,-296,1551,1900
6690946,470.9,311.625,444.42,311.7,-94,-319,-374,-294,1554,1903
6690948,468.5,310.575,443.86,310.05,-120,-328,-381,-311,1555,1896
6690950,467.7,309.675,443.3,312,-129,-337,-385,-289,1555,1902
6690952,466.82,308.925,443.14,311.025,-139,-344,-388,-299,1552,1898
6690954,466.58,308.7,443.62,310.875,-141,-346,-383,-302,1551,1896
6690956,466.58,307.8,444.18,310.575,-142,-356,-377,-305,1549,1897
6690958,466.02,308.1,444.02,310.95,-148,-351,-378,-301,1547,1895
6690960,466.58,307.8,443.86,310.95,-142,-355,-380,-301,1545,1896
6690962,466.34,309.525,444.18,311.1,-143,-336,-376,-299,1546,1894
6690964,465.7,309.75,444.1,310.95,-150,-333,-377,-300,1547,1898
6690966,466.34,309.15,443.86,311.325,-143,-340,-380,-296,1548,1895
6690968,466.18,309.3,443.78,310.875,-145,-338,-381,-301,1545,1902
6690970,465.94,309.525,443.78,310.575,-147,-335,-381,-304,1548,1900
6690972,466.5,308.25,443.7,310.575,-143,-349,-383,-304,1548,1895
6690974,465.94,309,443.94,310.35,-149,-340,-380,-306,1548,1894
6690976,466.42,308.025,443.86,310.125,-144,-352,-381,-309,1549,1894
6690978,465.94,307.725,443.46,309.525,-150,-354,-386,-315,1546,1892
6690980,465.94,307.5,443.62,309.375,-150,-357,-384,-317,1544,1893
6690982,465.3,307.05,443.46,309.15,-158,-361,-387,-319,1545,1898
6690984,465.46,306.15,443.54,308.475,-156,-371,-387,-326,1547,1896
6690986,465.54,307.05,443.54,308.25,-155,-361,-387,-328,1546,1899
6690988,465.14,306.525,443.3,308.55,-160,-366,-390,-324,1540,1895
6690990,465.3,306,442.9,308.1,-159,-372,-395,-329,1547,1898
6690992,464.98,306.45,443.06,307.725,-162,-367,-394,-334,1546,1896
6690994,465.14,305.55,442.82,308.025,-162,-377,-396,-330,1544,1898
6690996,465.7,304.875,443.14,306.9,-157,-385,-394,-342,1538,1901
6690998,465.3,305.025,442.82,307.05,-162,-383,-398,-341,1542,1902
6691000,465.62,304.725,442.66,306.675,-158,-387,-400,-345,1539,1904
6691002,464.42,305.175,442.82,307.05,-171,-381,-398,-341,1541,1900
6691004,464.74,305.25,443.14,307.5,-167,-380,-394,-337,1542,1901
6691006,465.06,305.775,443.06,307.425,-164,-376,-396,-338,1542,1901
