Time,LXpix,LYpix,RXpix,RYpix,LXhref,LYhref,RXhref,RYhref,LP,RP
7039420,460.5,311.1,455.46,310.8,508,-764,454,-763,1862,2424
7039422,460.26,310.575,455.54,310.35,505,-769,454,-768,1861,2422
7039424,460.26,311.775,454.74,310.2,506,-757,445,-768,1864,2422
7039426,460.42,311.4,455.22,310.425,507,-761,450,-767,1861,2426
7039428,460.02,311.475,454.74,309.825,502,-759,445,-773,1864,2431
7039430,460.9,311.7,455.86,311.175,512,-758,457,-759,1863,2426
7039432,460.42,310.725,456.1,311.1,506,-768,460,-760,1863,2424
7039434,460.26,311.85,455.86,311.025,505,-756,457,-761,1865,2422
7039436,460.5,311.025,455.94,311.25,507,-765,458,-759,1868,2430
7039438,460.26,311.175,456.26,310.05,504,-763,461,-772,1860,2426
7039440,460.66,311.7,456.1,310.05,509,-758,459,-772,1866,2429
7039442,460.58,311.325,456.02,311.325,508,-762,459,-758,1864,2429
7039444,460.66,310.95,455.78,310.575,508,-766,456,-766,1861,2430
7039446,460.74,311.4,456.18,310.875,510,-762,461,-762,1867,2429
7039448,461.3,310.65,456.18,311.325,514,-770,461,-758,1863,2431
7039450,460.82,311.775,456.42,311.1,510,-757,463,-760,1869,2432
7039452,461.14,310.725,456.1,310.95,513,-769,459,-762,1864,2428
7039454,460.9,311.1,455.94,311.1,511,-765,458,-760,1867,2429
7039456,461.06,310.875,456.26,311.1,512,-767,461,-760,1865,2427
7039458,460.82,311.4,456.26,311.325,510,-761,462,-758,1867,2424
7039460,460.58,311.55,456.42,310.875,507,-759,463,-763,1870,2432
7039462,460.74,311.025,456.58,311.025,509,-765,465,-761,1865,2423
7039464,460.42,310.95,456.18,310.95,506,-765,460,-761,1869,2427
7039466,460.66,311.85,456.34,311.175,509,-756,462,-759,1867,2430
7039468,460.34,311.85,456.26,310.95,505,-756,461,-761,1866,2425
7039470,460.5,311.7,456.1,311.625,507,-757,460,-753,1872,2430
7039472,460.26,311.775,455.46,310.5,505,-756,453,-765,1867,2427
7039474,460.1,311.625,456.26,311.55,504,-757,462,-755,1870,2425
7039476,460.42,311.775,455.62,311.1,507,-756,455,-759,1870,2426
7039478,459.38,313.2,455.54,311.25,497,-739,455,-757,1872,2421
7039480,459.7,313.725,455.62,312.375,501,-733,456,-745,1871,2426
7039482,459.86,313.05,455.38,311.475,502,-741,453,-753,1874,2420
7039484,460.1,312.675,455.54,312.375,504,-745,456,-744,1875,2427
7039486,460.02,313.65,456.02,312.225,505,-734,460,-746,1881,2424
7039488,459.7,313.425,455.62,312.525,501,-736,457,-742,1875,2424
7039490,459.78,313.125,455.78,312.3,501,-739,458,-745,1873,2425
7039492,460.18,313.575,455.54,312.525,505,-735,455,-742,1878,2421
7039494,459.62,313.65,455.78,312.975,500,-733,458,-736,1877,2424
7039496,459.46,313.95,455.46,312.225,498,-729,454,-744,1878,2422
7039498,460.1,313.875,455.46,313.275,505,-731,454,-733,1880,2427
7039500,459.86,313.875,455.62,312.675,502,-730,456,-739,1878,2427
7039502,460.1,313.575,455.94,311.325,504,-734,458,-754,1877,2424
