Time,LXpix,LYpix,RXpix,RYpix,LXhref,LYhref,RXhref,RYhref,LP,RP
6402303,424.58,257.475,394.82,255.375,-1635,1629,-1947,1612,1058,954
6402305,446.34,251.4,417.3,249.45,-1639,1639,-1942,1625,1057,957
6402307,447.3,250.275,416.18,250.275,-1629,1627,-1954,1634,1060,959
6402309,447.14,250.65,416.5,249.675,-1630,1631,-1951,1627,1059,956
6402311,446.5,251.1,416.34,250.05,-1637,1636,-1953,1631,1062,961
6402313,446.98,250.575,416.18,250.95,-1632,1630,-1954,1641,1063,965
6402315,446.66,250.5,416.18,249.525,-1636,1630,-1955,1626,1061,963
6402317,446.34,250.425,416.1,250.875,-1639,1629,-1956,1641,1060,966
6402319,446.58,251.1,416.58,249.6,-1636,1636,-1950,1627,1061,962
6402321,447.78,249.375,415.86,249.675,-1624,1618,-1958,1628,1065,968
6402323,447.46,249.9,417.14,248.25,-1627,1624,-1945,1613,1063,968
6402325,447.22,250.425,417.06,249,-1630,1630,-1945,1622,1063,969
6402327,447.54,249.75,417.14,249.675,-1626,1624,-1944,1629,1063,967
6402329,448.34,249.075,417.3,248.775,-1618,1616,-1942,1620,1067,965
6402331,446.98,249.45,416.26,248.925,-1632,1622,-1953,1623,1060,962
6402333,448.82,247.8,416.82,249.45,-1612,1603,-1947,1627,1066,962
6402335,448.1,249.225,416.26,249.225,-1619,1619,-1952,1626,1066,966
6402337,447.7,249.15,417.7,248.325,-1623,1619,-1937,1616,1065,965
6402339,448.74,248.55,417.7,248.85,-1611,1613,-1936,1623,1067,962
6402341,449.62,250.2,417.46,248.85,-1602,1631,-1938,1623,1070,960
6402343,449.06,249.075,416.82,249.45,-1607,1619,-1944,1631,1070,969
6402345,449.14,249.675,416.58,248.925,-1606,1626,-1947,1625,1072,967
6402347,448.82,249,416.82,248.775,-1609,1620,-1943,1624,1067,967
6402349,448.74,248.025,417.7,249.075,-1609,1609,-1934,1627,1072,965
6402351,449.3,249.45,415.7,249.675,-1602,1626,-1953,1635,1071,966
6402353,448.98,250.2,416.34,249.45,-1605,1634,-1947,1633,1072,967
6402355,449.14,249,416.18,248.25,-1602,1622,-1946,1621,1075,964
6402357,448.5,249.75,416.58,249.075,-1608,1631,-1943,1630,1072,965
6402359,448.58,250.275,415.86,249,-1606,1637,-1949,1631,1075,967
6402361,448.34,250.875,416.66,249.3,-1609,1644,-1940,1633,1075,963
6402363,448.66,251.025,416.1,250.05,-1604,1647,-1945,1644,1075,963
6402365,448.74,250.8,416.34,249,-1603,1644,-1942,1632,1074,968
6402367,448.26,252.225,416.58,248.625,-1607,1661,-1938,1630,1075,967
6402369,448.42,251.175,416.1,249.3,-1605,1649,-1943,1637,1076,962
6402371,448.02,251.325,416.34,249.075,-1608,1653,-1939,1635,1075,960
6402373,448.98,251.4,415.78,249.075,-1598,1654,-1945,1636,1078,963
6402375,448.82,251.625,415.46,249.525,-1597,1658,-1946,1642,1078,965
6402377,448.18,251.325,416.5,249.15,-1604,1654,-1935,1638,1079,966
6402379,448.34,251.775,415.62,249.525,-1601,1661,-1943,1644,1078,963
6402381,448.9,252,416.58,249.675,-1595,1663,-1933,1645,1079,963
6402383,448.66,253.2,417.46,248.175,-1595,1677,-1922,1631,1078,961
6402385,448.74,252,416.66,249.6,-1595,1664,-1930,1645,1078,962
6402387,449.38,251.025,416.26,248.7,-1587,1655,-1933,1638,1078,959
6402389,448.82,251.85,416.98,248.85,-1592,1664,-1925,1639,1078,962
6402391,449.06,251.025,416.66,248.85,-1588,1657,-1926,1640,1077,960
6402393,450.1,251.475,415.86,248.325,-1577,1661,-1935,1635,1074,959
6402395,448.98,252,416.18,248.25,-1587,1669,-1930,1636,1075,958
6402397,449.38,251.325,415.86,246,-1583,1661,-1934,1612,1078,953
6402399,450.1,250.725,415.38,246.525,-1575,1656,-1937,1619,1074,947
6402401,448.34,250.425,415.62,245.55,-1592,1653,-1934,1609,1074,952
6402403,450.02,250.275,415.38,246.45,-1574,1652,-1936,1620,1073,950
6402405,450.1,248.55,416.5,245.925,-1573,1634,-1924,1614,1070,944
6402407,449.22,249.3,416.66,246.375,-1581,1644,-1921,1620,1073,946
6402409,449.3,249.15,415.62,245.85,-1580,1642,-1932,1614,1072,945
6402411,449.14,249.825,416.58,245.775,-1580,1651,-1921,1615,1071,945
6402413,449.22,248.25,416.34,244.8,-1580,1633,-1923,1604,1069,947
6402415,448.58,248.175,416.82,246.225,-1586,1634,-1917,1620,1067,941
6402417,448.74,248.175,416.74,245.325,-1584,1634,-1918,1610,1064,942
6402419,448.9,249.45,416.18,246.9,-1581,1648,-1923,1628,1068,941
6402421,449.46,250.05,415.78,245.25,-1575,1655,-1926,1610,1065,942
6402423,449.06,248.25,414.9,244.875,-1578,1637,-1935,1608,1064,937
6402425,448.5,248.925,416.42,246.675,-1584,1643,-1919,1627,1061,937
6402427,449.22,248.1,416.18,245.7,-1575,1635,-1921,1617,1060,934
6402429,448.42,248.325,415.14,247.425,-1583,1638,-1932,1636,1056,933
6402431,448.42,248.325,416.5,246.75,-1583,1639,-1917,1629,1058,932
6402433,449.22,248.85,415.78,245.925,-1575,1644,-1924,1620,1059,935
6402435,449.22,247.95,415.3,246.45,-1574,1636,-1928,1627,1055,928
6402437,448.58,248.4,416.02,246.225,-1581,1640,-1921,1624,1056,924
6402439,448.42,247.95,416.02,246.6,-1582,1636,-1920,1629,1055,927
6402441,449.14,247.425,415.7,246.825,-1574,1630,-1924,1632,1052,926
6402443,448.82,248.475,415.62,246.3,-1576,1643,-1923,1627,1051,919
6402445,449.14,248.85,416.1,244.5,-1573,1647,-1919,1608,1050,925
6402447,448.42,248.1,415.94,245.25,-1580,1640,-1920,1617,1050,920
6402449,448.98,247.2,415.54,245.1,-1574,1630,-1924,1615,1048,914
6402451,448.66,247.8,417.3,244.35,-1577,1637,-1905,1607,1046,920
6402453,448.98,248.325,415.06,246.15,-1574,1643,-1928,1627,1047,914
6402455,448.58,247.5,416.1,246.75,-1578,1634,-1917,1634,1045,917
6402457,448.42,248.7,415.22,245.7,-1579,1647,-1926,1623,1042,917
6402459,448.42,249.45,415.94,245.625,-1579,1656,-1918,1623,1039,912
6402461,447.86,249.825,415.54,246.15,-1584,1661,-1922,1629,1039,910
6402463,448.02,249.525,415.7,245.775,-1583,1658,-1921,1625,1037,909
6402465,448.42,248.85,414.66,245.775,-1579,1651,-1931,1626,1035,907
6402467,447.38,247.65,414.58,243.675,-1590,1639,-1932,1604,1034,905
