Time,LXpix,LYpix,RXpix,RYpix,LXhref,LYhref,RXhref,RYhref,LP,RP
4040898,455.62,304.425,463.94,288.45,516,5820,617,5640,1672,1583
4040900,456.74,300.225,464.74,286.2,531,5771,626,5615,1667,1594
4040902,456.26,298.875,464.42,284.475,525,5755,624,5594,1665,1594
4040904,456.18,297.075,465.38,282.975,526,5734,636,5578,1664,1590
4040906,455.46,296.55,464.26,282,517,5727,623,5565,1668,1597
4040908,455.62,296.1,463.38,280.425,520,5723,614,5547,1665,1588
4040910,456.18,295.725,463.78,280.875,525,5719,617,5552,1667,1595
4040912,455.54,294.45,463.22,280.125,519,5703,611,5543,1665,1594
4040914,456.66,296.25,463.14,280.95,528,5725,609,5552,1670,1594
4040916,456.18,295.425,461.38,281.775,524,5715,589,5560,1667,1595
4040918,456.1,295.95,461.86,281.1,520,5720,593,5553,1672,1593
4040920,456.34,296.85,460.5,282.075,522,5730,577,5563,1671,1594
4040922,456.34,296.55,461.22,282.675,520,5726,582,5570,1670,1598
4040924,456.5,297.375,461.06,283.275,521,5737,580,5576,1671,1601
4040926,456.34,296.475,460.74,282.525,517,5725,574,5567,1672,1604
4040928,455.3,297.975,460.26,282.75,505,5742,569,5569,1677,1604
4040930,455.22,297.375,460.34,282.9,501,5734,566,5570,1678,1600
4040932,454.34,297.225,459.22,282.9,492,5732,555,5570,1685,1603
4040934,454.1,297.825,460.9,283.5,485,5738,569,5576,1684,1606
4040936,454.18,297,460.02,283.725,486,5728,559,5579,1684,1606
4040938,454.1,297.225,460.82,283.2,482,5730,564,5572,1686,1605
4040940,454.26,297.675,459.62,283.425,483,5735,551,5574,1685,1608
4040942,453.86,297.075,460.66,283.95,475,5727,558,5580,1693,1607
4040944,454.1,297.45,460.9,282.975,477,5731,561,5568,1692,1610
4040946,453.86,297.45,460.34,284.325,471,5730,551,5583,1691,1608
4040948,454.34,297.9,459.94,283.275,476,5736,547,5570,1688,1611
4040950,454.42,297.9,460.74,283.8,473,5734,552,5576,1693,1612
4040952,453.78,298.125,460.1,283.575,466,5737,545,5573,1690,1612
4040954,455.22,297.525,460.82,283.35,478,5730,549,5570,1690,1607
4040956,455.06,298.5,460.58,282.975,476,5741,547,5565,1689,1613
4040958,454.74,297.9,460.66,284.175,469,5733,543,5579,1689,1611
4040960,455.14,297.15,460.34,283.65,474,5725,540,5573,1693,1612
4040962,455.54,297.675,460.9,283.65,474,5731,542,5572,1692,1611
4040964,454.98,297.75,460.66,284.025,468,5731,540,5576,1690,1616
4040966,455.38,297.225,461.3,283.35,470,5725,544,5569,1686,1609
4040968,454.74,296.775,461.22,283.275,463,5719,543,5567,1689,1614
4040970,455.14,297.525,460.18,283.35,464,5728,529,5567,1687,1609
4040972,455.3,297.15,460.1,284.475,466,5723,527,5580,1694,1622
4040974,455.62,297.075,460.66,284.25,467,5722,531,5578,1692,1620
4040976,455.46,296.775,459.94,283.575,466,5719,524,5569,1692,1619
4040978,454.82,297.45,460.82,284.175,456,5725,531,5576,1697,1618
4040980,455.22,296.85,460.42,284.175,461,5719,527,5576,1697,1619
4040982,455.54,297,459.86,284.55,462,5721,518,5579,1692,1622
4040984,455.7,296.775,460.42,283.65,464,5718,524,5570,1691,1618
4040986,455.46,298.425,460.1,283.725,458,5737,519,5570,1693,1625
4040988,455.22,298.275,460.34,284.25,456,5734,522,5576,1696,1625
4040990,456.02,298.5,460.66,284.7,463,5737,523,5581,1698,1628
4040992,455.46,298.875,460.42,285.375,456,5741,520,5588,1694,1628
4040994,456.1,299.4,460.42,285.15,461,5748,518,5586,1695,1627
4040996,456.02,298.95,461.06,285.9,461,5742,525,5594,1698,1622
4040998,456.26,299.925,461.06,285.75,462,5754,524,5592,1697,1623
4041000,456.82,301.05,461.86,285.75,467,5767,533,5593,1696,1624
4041002,456.26,301.575,462.82,286.425,460,5772,542,5601,1702,1624
4041004,456.66,302.325,462.66,285.975,464,5782,541,5596,1702,1620
4041006,457.62,302.25,463.46,286.875,474,5781,548,5606,1704,1621
4041008,457.46,303.225,463.46,286.95,471,5792,548,5607,1706,1631
4041010,457.38,304.725,463.94,287.625,470,5808,553,5615,1711,1623
4041012,457.78,302.475,464.18,287.025,475,5783,556,5608,1703,1621
4041014,458.1,303.525,464.74,287.775,478,5794,561,5616,1707,1626
