Time,LXpix,LYpix,RXpix,RYpix,LXhref,LYhref,RXhref,RYhref,LP,RP
7099378,467.62,316.65,456.74,321.375,530,1180,416,1224,1675,2035
7099380,468.18,318.15,457.14,322.725,529,1193,413,1236,1673,2038
7099382,468.82,317.925,457.46,322.875,536,1191,415,1237,1672,2045
7099384,468.82,319.8,457.46,323.85,535,1211,415,1248,1671,2048
7099386,468.5,321.15,457.86,324.3,530,1225,419,1253,1672,2052
7099388,467.78,319.35,458.02,323.475,524,1206,421,1244,1669,2051
7099390,468.18,321.225,458.1,323.85,526,1227,421,1249,1670,2051
7099392,467.78,321.15,458.18,324.375,522,1226,421,1254,1669,2054
7099394,468.26,321.675,458.26,323.175,526,1232,422,1242,1665,2054
7099396,468.18,321.975,458.42,324.225,525,1235,423,1253,1671,2053
7099398,468.02,321.675,458.98,323.625,523,1231,429,1247,1668,2055
7099400,467.54,320.7,458.74,324,519,1221,426,1251,1672,2059
7099402,467.86,320.85,458.5,324.075,521,1223,423,1252,1665,2060
7099404,468.18,319.875,458.02,323.175,525,1213,418,1242,1673,2054
7099406,467.38,320.55,458.34,323.325,516,1220,421,1243,1674,2055
7099408,467.62,319.725,458.5,323.775,519,1211,422,1248,1677,2061
7099410,467.38,320.7,458.58,323.025,515,1221,423,1240,1674,2060
7099412,468.1,318.975,458.1,322.65,524,1203,418,1237,1678,2055
7099414,467.3,320.775,458.66,323.1,513,1221,423,1241,1672,2060
7099416,467.78,319.2,457.86,322.275,519,1205,416,1232,1668,2062
7099418,467.22,319.05,458.42,321.9,513,1202,421,1228,1676,2059
7099420,467.62,316.35,458.26,322.125,519,1175,419,1230,1674,2060
7099422,467.7,316.95,458.66,321.6,518,1180,423,1225,1676,2061
7099424,466.74,316.575,458.18,321.6,509,1175,418,1224,1677,2062
7099426,467.22,316.35,458.02,321.45,513,1173,415,1222,1674,2061
7099428,467.38,316.2,458.26,321.3,515,1171,418,1220,1673,2062
7099430,467.54,317.625,458.02,321.075,515,1185,415,1217,1675,2061
7099432,467.54,315.9,457.94,320.55,516,1168,414,1211,1672,2063
7099434,468.02,315.075,458.18,321.225,520,1158,416,1217,1676,2060
7099436,466.74,315.075,458.02,320.475,507,1158,415,1210,1677,2062
7099438,467.46,315.975,457.54,320.55,514,1166,409,1209,1675,2064
7099440,466.9,315.6,457.62,320.775,509,1162,410,1212,1674,2063
7099442,467.38,314.85,458.1,320.7,513,1153,415,1210,1676,2062
7099444,467.54,315.45,457.7,320.625,515,1160,411,1209,1674,2063
7099446,467.06,315,457.7,320.85,510,1153,410,1210,1673,2061
7099448,467.46,315.375,457.7,321.075,514,1157,410,1212,1671,2064
7099450,467.22,315.675,457.46,320.85,511,1160,407,1209,1671,2064
7099452,466.9,316.5,457.54,321,507,1168,407,1210,1665,2061
7099454,467.38,316.95,458.42,321,511,1171,417,1210,1665,2062
7099456,467.54,317.1,457.94,321.75,513,1174,412,1218,1665,2060
