Time,LXpix,LYpix,RXpix,RYpix,LXhref,LYhref,RXhref,RYhref,LP,RP
693998,458.42,327.3,447.22,315.375,-31,3675,-152,3545,478,559
694000,458.98,327.3,447.7,316.2,-26,3674,-147,3554,477,557
694002,459.54,327.3,448.1,317.025,-20,3674,-142,3563,477,555
694004,458.26,326.475,448.9,314.775,-34,3665,-135,3538,482,558
694006,458.9,326.325,448.1,316.575,-27,3663,-143,3558,478,564
694008,458.42,325.875,448.26,316.8,-33,3659,-142,3561,482,568
694010,458.18,325.875,448.34,315.075,-35,3659,-141,3542,483,563
694012,459.78,326.325,449.3,314.25,-19,3663,-131,3532,480,565
694014,456.74,326.175,449.46,317.175,-51,3662,-130,3565,486,564
694016,457.94,327.975,448.5,314.625,-39,3682,-141,3536,481,564
694018,459.3,326.475,448.66,315.6,-24,3664,-139,3547,483,567
694020,458.34,326.7,449.3,314.925,-35,3667,-132,3539,482,564
694022,457.94,323.85,450.34,315.9,-39,3636,-121,3550,486,570
694024,457.22,324,450.18,316.2,-47,3638,-123,3553,484,566
694026,458.82,324.225,449.62,316.125,-30,3640,-129,3552,484,570
694028,459.38,324.15,451.46,315.825,-25,3638,-109,3548,482,566
694030,458.66,323.475,451.54,315.525,-32,3631,-109,3545,485,569
694032,459.06,325.95,450.34,316.275,-28,3658,-122,3554,480,570
694034,459.06,325.8,450.18,315.975,-27,3657,-123,3551,480,572
694036,457.86,323.55,451.7,315.225,-41,3632,-107,3542,485,570
694038,458.5,325.05,451.46,313.875,-34,3648,-109,3527,482,567
694040,458.82,324.825,450.74,315.3,-31,3645,-117,3543,483,573
694042,457.3,322.5,451.14,315.525,-47,3620,-113,3545,487,574
694044,457.94,322.65,450.74,315.525,-40,3621,-117,3544,488,571
694046,457.22,322.8,451.62,316.275,-47,3623,-108,3553,488,574
694048,458.26,324.15,451.38,317.55,-37,3638,-110,3566,484,577
694050,457.3,323.85,449.7,316.125,-47,3635,-129,3552,486,571
694052,457.38,325.575,450.82,317.025,-46,3654,-116,3561,484,573
694054,457.86,324.675,449.22,316.125,-40,3644,-133,3551,483,569
694056,457.14,324.9,450.02,317.1,-48,3646,-125,3562,484,575
694058,456.66,321.975,450.34,317.1,-54,3614,-121,3561,489,572
694060,458.26,327,451.14,317.25,-36,3669,-112,3563,481,571
694062,456.9,321.825,450.58,316.575,-51,3612,-119,3556,490,573
694064,456.42,323.1,450.26,317.775,-56,3626,-121,3569,486,576
694066,457.22,325.5,449.86,317.25,-47,3653,-126,3563,486,575
694068,457.38,322.875,450.5,315.825,-45,3623,-119,3548,488,573
694070,456.1,323.1,451.22,316.5,-59,3627,-112,3555,491,576
694072,456.58,323.175,450.58,316.8,-54,3627,-118,3558,491,572
694074,457.7,326.025,449.54,317.625,-42,3658,-130,3567,485,578
694076,456.42,323.25,450.1,318.3,-56,3628,-124,3575,487,575
694078,456.82,322.8,451.62,315.9,-52,3623,-108,3548,488,571
694080,456.5,322.35,449.14,316.125,-56,3618,-135,3551,488,572
694082,456.42,321.675,450.18,316.2,-57,3611,-123,3551,491,573
694084,456.18,321.9,452.18,315.525,-60,3613,-104,3544,488,576
694086,456.82,322.2,450.34,314.925,-54,3616,-123,3537,489,572
694088,456.34,321,450.34,316.425,-59,3603,-123,3554,490,576
694090,456.58,321.675,453.14,316.875,-57,3610,-94,3558,489,576
694092,457.14,321.6,450.9,315.075,-51,3610,-118,3539,487,576
694094,457.54,318.975,448.9,315.225,-47,3580,-139,3541,491,573
694096,457.7,321.225,451.3,315.9,-46,3605,-114,3548,489,573
694098,456.98,320.475,451.14,315.225,-53,3597,-115,3540,492,577
694100,457.06,321.525,450.66,315.9,-53,3608,-121,3548,492,573
694102,458.1,320.925,451.22,313.875,-42,3601,-115,3525,490,577
694104,456.5,320.325,450.82,313.875,-59,3595,-120,3525,491,573
694106,457.86,320.85,450.82,315.825,-44,3600,-120,3547,492,576
694108,457.62,320.4,451.06,314.475,-48,3595,-117,3531,492,577
694110,457.38,320.025,450.82,315.15,-50,3591,-120,3539,493,577
694112,457.3,322.05,451.94,316.05,-51,3613,-108,3549,490,575
694114,457.62,321.975,452.02,316.575,-47,3612,-108,3554,488,581
694116,457.7,320.7,450.42,314.1,-47,3599,-125,3528,492,575
694118,457.22,320.85,451.14,315.75,-52,3600,-117,3545,491,573
694120,457.22,319.425,450.9,315,-52,3584,-119,3537,495,577
694122,457.46,321,451.54,315.675,-50,3602,-112,3544,493,578
694124,457.62,321.975,450.98,315.9,-48,3612,-118,3547,492,580
694126,456.42,322.5,451.38,316.125,-60,3619,-115,3550,492,580
694128,456.74,322.65,451.3,317.175,-56,3620,-115,3561,490,581
694130,456.66,323.775,451.46,316.65,-58,3633,-113,3556,490,579
694132,457.22,321,451.22,318.525,-52,3603,-116,3577,490,582
694134,456.58,323.4,452.02,317.7,-58,3629,-107,3567,492,578
694136,456.98,324.225,453.62,317.625,-54,3639,-90,3567,489,584
694138,456.18,321.675,450.66,316.875,-62,3611,-122,3559,490,583
694140,456.1,321.975,451.46,316.275,-64,3616,-113,3553,494,578
694142,457.06,323.775,452.18,317.025,-53,3636,-105,3562,489,580
694144,455.14,323.625,450.74,316.425,-73,3635,-120,3557,491,578
694146,457.06,321.075,451.46,318,-53,3607,-113,3574,492,582
694148,456.9,322.05,453.22,318.075,-55,3618,-95,3575,493,583
694150,456.42,322.425,452.66,317.325,-60,3623,-100,3568,491,580
694152,456.58,322.575,453.14,317.625,-58,3625,-95,3572,493,579
694154,456.98,325.8,454.02,318.15,-54,3662,-86,3578,486,581
694156,456.58,323.85,452.1,317.925,-58,3641,-106,3576,488,580
