Time,LXpix,LYpix,RXpix,RYpix,LXhref,LYhref,RXhref,RYhref,LP,RP
7980632,457.46,318.525,459.38,313.425,-520,1410,-499,1354,623,514
7980634,457.94,318.675,459.78,313.575,-520,1410,-501,1355,626,517
7980636,457.38,319.125,458.98,314.25,-526,1415,-509,1362,627,517
7980638,458.02,319.2,460.74,313.8,-519,1416,-490,1357,626,522
7980640,457.7,318.225,461.54,314.025,-522,1406,-482,1359,627,521
7980642,458.1,317.625,459.78,312.225,-518,1399,-501,1340,628,521
7980644,456.58,317.925,460.26,313.05,-535,1402,-496,1349,627,521
7980646,457.06,318.6,460.02,313.5,-530,1409,-498,1354,627,519
7980648,457.7,317.55,459.54,313.5,-524,1398,-504,1354,627,519
7980650,457.94,318.15,461.62,311.1,-521,1404,-482,1328,629,522
7980652,456.98,317.775,460.42,311.625,-532,1400,-495,1333,625,524
7980654,457.86,318.075,461.46,313.8,-522,1404,-484,1357,628,523
7980656,458.5,318.225,459.54,315.45,-515,1405,-505,1374,629,529
7980658,457.62,319.2,460.82,313.275,-525,1415,-491,1351,630,525
7980660,457.7,318.6,459.78,312.75,-524,1409,-503,1346,627,519
7980662,457.86,318.75,460.66,311.55,-523,1411,-494,1332,629,521
7980664,457.38,319.725,459.78,310.8,-528,1421,-503,1324,632,526
7980666,457.7,318.9,460.5,311.325,-525,1413,-496,1329,635,528
7980668,458.1,320.25,460.66,314.775,-521,1427,-494,1367,631,524
7980670,458.34,319.725,460.1,313.425,-519,1421,-500,1352,629,526
7980672,457.86,320.4,460.18,310.875,-524,1428,-500,1324,633,527
7980674,457.38,320.175,460.1,313.8,-529,1426,-501,1356,633,524
7980676,457.7,318.75,459.38,315.525,-527,1410,-509,1375,630,536
7980678,456.98,319.8,459.78,314.025,-534,1422,-504,1358,632,525
7980680,456.9,320.325,460.1,311.55,-535,1427,-502,1332,630,525
7980682,457.62,320.1,460.1,312.975,-528,1425,-502,1347,633,530
7980684,457.94,319.95,460.26,317.625,-525,1423,-500,1397,636,532
7980686,457.62,319.725,459.38,316.125,-528,1421,-510,1381,632,528
7980688,457.62,319.95,461.46,314.775,-529,1423,-488,1366,633,528
7980690,457.3,320.625,461.14,315.975,-532,1431,-491,1379,633,527
7980692,457.46,321.45,460.26,316.05,-530,1439,-501,1380,640,530
7980694,457.7,320.25,460.18,311.1,-528,1427,-501,1327,634,534
7980696,458.34,319.725,459.78,314.1,-521,1421,-506,1359,634,527
7980698,457.06,320.625,460.98,311.475,-534,1431,-494,1330,633,536
7980700,458.02,320.25,460.5,312.9,-525,1427,-499,1346,640,536
7980702,457.7,319.95,460.66,313.5,-528,1423,-497,1353,639,532
7980704,457.86,320.4,461.22,311.475,-526,1428,-491,1330,637,536
7980706,457.94,320.55,460.5,311.775,-526,1430,-499,1334,637,534
7980708,457.62,319.35,461.46,314.625,-529,1417,-488,1365,635,529
7980710,458.34,319.275,461.86,309.9,-522,1416,-484,1313,634,531
7980712,457.3,320.25,461.22,313.575,-532,1427,-491,1353,637,528
7980714,458.34,318.975,460.98,312.075,-521,1412,-493,1337,634,531
7980716,458.74,321.375,460.5,315,-516,1439,-498,1369,638,539
7980718,458.5,320.925,461.46,314.4,-519,1434,-488,1362,639,536
7980720,458.5,319.275,460.26,314.625,-519,1416,-500,1365,637,538
7980722,457.7,319.2,460.82,312.525,-527,1415,-495,1342,639,538
7980724,457.86,318.15,461.06,313.65,-526,1404,-492,1354,639,531
7980726,457.3,318.225,459.62,311.775,-531,1404,-507,1334,631,532
7980728,457.14,319.05,459.7,314.55,-533,1413,-506,1364,635,539
7980730,457.86,320.925,460.58,315.3,-525,1434,-496,1372,638,537
7980732,457.3,318.6,460.26,314.1,-530,1408,-499,1359,634,537
7980734,457.86,318.075,459.3,312.3,-524,1402,-509,1339,634,538
7980736,457.46,318.45,460.18,310.575,-528,1406,-499,1320,633,531
7980738,457.94,318.525,460.74,313.575,-523,1407,-493,1353,635,535
7980740,457.86,318.6,461.06,313.8,-523,1408,-489,1356,638,539
7980742,458.02,319.2,461.06,314.025,-522,1415,-489,1358,634,538
7980744,459.06,320.1,461.38,312.75,-510,1424,-486,1344,636,545
7980746,458.98,320.175,460.9,314.55,-511,1425,-490,1363,642,542
7980748,457.94,318.975,459.86,314.025,-521,1412,-501,1358,636,543
