Time,LXpix,LYpix,RXpix,RYpix,LXhref,LYhref,RXhref,RYhref,LP,RP
10109139,460.02,323.7,466.18,316.8,423,409,490,328,1220,1140
10109141,459.54,323.1,466.02,316.65,418,402,487,327,1218,1141
10109143,459.06,322.5,465.78,316.5,413,395,485,325,1217,1142
10109145,459.94,321.975,465.38,315.075,422,389,481,310,1219,1139
10109147,460.1,320.925,464.34,315.975,424,377,469,320,1222,1142
10109149,460.02,321.225,465.14,315.675,423,380,478,316,1219,1148
10109151,460.42,321,465.54,315.375,428,378,482,312,1224,1148
10109153,461.7,320.775,464.66,312.975,442,374,472,285,1223,1144
10109155,461.14,320.175,464.66,313.725,436,368,473,294,1225,1148
10109157,460.9,319.8,465.94,313.575,433,363,487,291,1221,1148
10109159,461.3,320.475,465.46,312.675,438,370,482,282,1222,1144
10109161,461.22,319.35,465.06,312.525,437,358,477,279,1222,1144
10109163,461.06,319.05,466.34,311.775,435,354,492,271,1223,1143
10109165,461.3,319.35,465.54,311.4,439,357,482,265,1225,1146
10109167,461.62,319.275,465.62,310.425,441,356,484,254,1223,1140
10109169,461.62,319.725,465.3,312.15,442,360,480,273,1221,1139
10109171,461.62,319.35,465.54,312,442,356,484,271,1222,1149
10109173,461.38,318.975,465.22,311.25,440,351,480,263,1222,1148
10109175,461.22,319.65,466.18,312.9,438,359,491,281,1224,1152
10109177,460.9,319.35,465.3,313.575,435,355,482,288,1225,1153
10109179,460.9,319.5,465.3,312,435,357,482,271,1226,1149
10109181,460.66,319.5,466.26,313.575,432,356,493,287,1226,1155
10109183,460.18,319.95,466.42,313.5,427,361,494,286,1222,1155
10109185,460.74,320.925,464.9,313.575,434,371,478,287,1224,1149
10109187,460.02,319.65,466.1,315.525,426,357,491,308,1224,1156
10109189,460.58,320.325,464.82,315.075,433,364,478,303,1221,1151
10109191,460.1,321.075,464.66,313.65,427,372,476,287,1220,1149
10109193,459.06,321.15,466.18,317.1,416,373,494,325,1221,1160
10109195,459.54,321.9,463.7,316.425,422,381,466,318,1221,1153
10109197,459.78,321.75,464.98,316.95,425,380,480,323,1220,1153
10109199,459.86,322.65,464.82,317.85,426,389,480,334,1219,1161
10109201,459.62,321.975,464.98,316.35,423,382,481,317,1221,1155
10109203,458.74,322.2,464.58,316.275,414,385,476,316,1218,1155
10109205,458.9,322.2,465.3,318.15,416,384,485,337,1222,1162
10109207,458.66,322.875,464.5,318.3,413,392,476,339,1219,1158
10109209,458.42,322.2,464.42,317.1,411,384,475,325,1219,1158
10109211,460.26,322.275,464.98,317.475,431,385,482,329,1222,1157
10109213,458.9,322.125,464.58,317.925,415,384,477,335,1222,1157
10109215,459.38,321.675,464.18,317.775,421,379,472,333,1221,1159
10109217,459.14,321.375,464.1,315.9,418,376,471,313,1217,1152
10109219,458.98,321.975,464.34,317.325,417,383,474,328,1223,1160
10109221,458.82,321.975,463.7,316.8,415,383,467,323,1221,1156
10109223,459.94,321.075,465.14,315.3,427,372,482,305,1220,1152
10109225,459.22,321.825,464.02,316.5,420,382,471,320,1219,1157
10109227,459.06,321.45,463.46,317.025,418,377,465,326,1220,1159
10109229,459.38,320.025,463.38,314.325,421,361,464,296,1224,1150
10109231,459.22,320.4,463.78,316.8,419,366,469,323,1223,1156
10109233,459.62,321.225,463.06,314.85,423,375,460,302,1224,1159
10109235,460.02,320.775,463.3,314.55,428,370,463,298,1225,1145
10109237,459.38,320.175,463.22,314.775,421,363,462,301,1222,1151
10109239,458.74,320.175,464.58,316.425,414,363,477,319,1219,1162
10109241,459.62,320.4,463.7,316.5,423,365,468,320,1219,1154
10109243,459.14,320.4,463.78,314.475,418,366,468,297,1221,1148
10109245,459.54,320.475,463.14,312.825,423,367,460,279,1221,1144
10109247,459.46,319.8,462.82,314.4,421,359,457,297,1219,1146
10109249,460.18,319.875,461.94,313.65,429,359,447,288,1223,1149
10109251,459.3,320.1,463.06,313.275,419,363,459,284,1223,1150
10109253,459.14,320.175,462.34,314.55,418,363,451,298,1221,1158
10109255,459.06,319.95,463.7,313.875,416,360,466,290,1221,1145
10109257,459.46,319.65,463.46,315,420,357,463,303,1224,1152
10109259,458.42,319.8,464.1,315.525,409,359,470,309,1222,1161
10109261,459.54,320.25,463.38,314.475,421,364,461,297,1222,1153
10109263,458.74,320.025,462.9,315.9,412,361,456,313,1223,1152
10109265,458.66,320.85,462.02,317.175,411,370,446,328,1222,1155
10109267,459.06,320.85,462.34,316.35,415,370,450,318,1224,1155
10109269,458.82,320.7,462.74,316.875,411,368,454,324,1222,1156
10109271,457.94,320.25,462.58,317.25,402,364,452,328,1228,1160
10109273,458.18,320.925,461.86,318.75,404,371,444,345,1227,1161
10109275,457.78,320.4,462.98,317.4,400,365,456,330,1228,1156
10109277,457.38,320.85,462.74,316.575,395,370,452,320,1228,1163
10109279,458.26,320.775,462.58,317.175,405,369,451,327,1227,1152
10109281,458.1,320.85,462.74,318.45,401,370,452,342,1230,1157
10109283,457.22,321.6,462.18,318.3,393,379,445,340,1223,1162
10109285,457.86,321.6,462.1,317.625,399,379,444,332,1223,1163
10109287,457.14,322.5,462.5,317.625,391,389,449,332,1225,1157
10109289,457.54,321.375,462.42,317.775,394,377,447,334,1225,1162
10109291,457.38,321.375,462.5,318.6,392,376,448,344,1225,1161
10109293,457.38,321.6,461.78,317.925,393,379,439,336,1226,1157
10109295,456.9,321.675,462.66,318.3,387,380,449,340,1228,1163
10109297,457.3,321,462.98,317.7,391,372,452,333,1229,1160
10109299,457.54,321.525,463.14,316.275,394,378,454,316,1225,1157
10109301,457.62,321.15,463.86,317.475,394,374,461,330,1227,1163
10109303,457.06,320.55,461.86,318,387,367,439,337,1228,1160
10109305,457.38,320.55,462.74,316.8,390,367,448,323,1229,1155
10109307,458.18,321,462.42,318.075,399,372,445,338,1227,1161
10109309,457.22,320.175,462.58,316.8,388,363,446,323,1230,1163
10109311,457.86,318.675,462.98,316.35,395,346,450,318,1225,1161
10109313,457.3,317.775,463.22,312.975,389,336,452,279,1224,1152
10109315,456.42,314.25,462.9,309.15,378,296,448,237,1230,1149
10109317,456.9,309.3,461.38,305.325,382,240,430,193,1233,1145
10109319,456.34,301.2,459.62,298.425,374,149,409,117,1231,1149
10109321,455.46,292.725,456.98,290.775,362,53,378,31,1226,1147
10109323,454.34,287.025,455.78,283.725,349,-10,364,-47,1221,1141
10109325,454.5,279.225,453.62,272.25,349,-98,337,-176,1213,1133
10109327,453.22,268.2,452.02,265.95,332,-222,319,-246,1214,1121
10109329,452.9,257.1,449.3,259.5,326,-347,288,-319,1204,1118
10109331,451.54,250.5,447.94,247.725,311,-421,270,-451,1197,1108
10109333,450.1,243.825,444.58,243.15,293,-496,233,-502,1200,1108
10109335,447.7,237.45,441.14,237.15,266,-567,194,-569,1190,1107
10109337,447.3,233.1,437.94,231.6,260,-617,158,-631,1184,1109
10109339,445.38,230.1,434.26,227.475,239,-649,117,-675,1179,1103
10109341,441.38,227.85,429.62,225.675,194,-674,65,-695,1180,1100
10109343,439.06,224.7,427.46,223.2,168,-709,41,-722,1174,1099
10109345,436.66,222.675,424.82,220.35,141,-731,11,-753,1170,1092
10109347,435.14,220.275,421.86,217.2,125,-758,-20,-788,1170,1089
10109349,435.06,217.125,418.26,218.025,123,-794,-59,-779,1173,1086
10109351,433.3,216.6,418.74,216.375,104,-799,-55,-797,1180,1093
10109353,432.18,215.625,417.54,217.05,91,-810,-68,-789,1178,1097
10109355,431.38,217.05,417.94,218.625,83,-793,-63,-772,1181,1099
10109357,431.7,220.35,419.3,220.575,87,-756,-47,-750,1175,1099
10109359,433.06,221.85,421.14,222.45,102,-740,-27,-729,1180,1104
10109361,433.46,224.025,422.02,222.675,107,-716,-17,-727,1176,1105
10109363,433.22,225.45,424.02,223.8,105,-699,3,-716,1178,1108
10109365,433.94,226.8,423.14,224.475,112,-684,-5,-707,1182,1108
10109367,433.62,227.325,423.62,224.1,109,-679,0,-712,1182,1106
10109369,433.14,227.025,424.18,225.15,104,-681,5,-699,1184,1109
10109371,433.14,227.25,424.18,223.05,104,-678,5,-723,1182,1107
10109373,433.38,226.8,423.54,225,106,-683,-1,-700,1185,1108
10109375,432.82,227.025,423.46,224.325,100,-681,-2,-709,1185,1110
