Time,LXpix,LYpix,RXpix,RYpix,LXhref,LYhref,RXhref,RYhref,LP,RP
2830430,471.62,414.6,467.3,420.6,-1374,4537,-1421,4607,2043,2003
2830432,471.7,414.225,467.46,420.6,-1373,4533,-1418,4608,2040,2001
2830434,471.7,413.925,467.7,420.6,-1372,4529,-1416,4608,2038,2000
2830436,471.46,414.375,467.22,421.425,-1375,4534,-1421,4617,2042,2003
2830438,471.62,414.3,467.46,421.35,-1374,4534,-1419,4616,2039,2004
2830440,471.38,413.85,467.46,422.175,-1377,4529,-1419,4626,2037,2011
2830442,471.54,414.825,466.98,422.475,-1375,4540,-1424,4629,2040,2012
2830444,471.14,414.9,467.06,422.4,-1379,4540,-1424,4629,2043,2010
2830446,471.06,414.375,466.98,422.4,-1381,4535,-1425,4629,2043,2012
2830448,470.98,414.525,467.62,423.075,-1382,4537,-1418,4636,2041,2009
2830450,471.38,414.825,467.22,422.7,-1377,4540,-1423,4632,2043,2016
2830452,470.98,415.125,466.98,422.775,-1382,4544,-1426,4634,2048,2015
2830454,471.06,415.275,467.3,422.4,-1381,4546,-1422,4629,2043,2013
2830456,470.66,414.975,467.38,422.7,-1386,4543,-1422,4634,2048,2015
2830458,471.46,415.05,467.46,422.625,-1377,4543,-1421,4632,2051,2013
2830460,471.38,415.125,467.22,422.325,-1379,4545,-1425,4630,2047,2014
2830462,471.14,415.425,467.86,422.7,-1382,4549,-1418,4634,2049,2015
2830464,471.14,415.5,467.62,422.85,-1382,4550,-1421,4636,2050,2019
2830466,471.3,414.975,467.94,422.1,-1381,4544,-1417,4627,2050,2013
2830468,471.62,415.35,467.54,422.4,-1378,4549,-1423,4632,2052,2017
2830470,471.7,414.825,467.46,422.025,-1377,4543,-1423,4627,2048,2013
2830472,471.38,415.05,467.7,422.1,-1382,4546,-1422,4628,2050,2018
2830474,471.7,414.675,467.78,421.8,-1378,4541,-1421,4625,2047,2016
2830476,472.02,414.675,468.34,420.975,-1375,4542,-1415,4616,2042,2010
2830478,471.78,414.3,467.7,420.975,-1377,4538,-1423,4616,2044,2011
2830480,471.86,414.075,467.38,420.825,-1378,4535,-1427,4614,2040,2015
2830482,471.38,414.45,468.02,420.975,-1383,4540,-1420,4616,2045,2012
2830484,471.38,414.375,468.26,419.775,-1384,4539,-1417,4603,2042,2013
2830486,471.54,414.075,467.54,420.9,-1382,4536,-1426,4615,2041,2015
2830488,470.98,414.375,467.7,420,-1389,4540,-1424,4605,2043,2010
2830490,470.82,413.625,467.14,420.675,-1390,4531,-1431,4613,2043,2014
2830492,470.9,414.3,467.06,421.725,-1391,4538,-1432,4625,2044,2019
2830494,470.42,413.25,467.14,420.75,-1396,4527,-1431,4614,2039,2013
2830496,470.5,413.55,467.22,421.275,-1396,4529,-1431,4619,2038,2018
2830498,470.42,413.775,466.82,421.5,-1397,4532,-1436,4622,2040,2015
2830500,470.26,413.925,466.66,421.35,-1399,4533,-1439,4621,2036,2014
2830502,470.02,414,467.3,420.3,-1401,4535,-1431,4608,2039,2007
2830504,470.26,414.45,466.58,421.125,-1400,4539,-1440,4618,2038,2015
2830506,469.94,413.85,466.9,420.825,-1403,4532,-1436,4614,2039,2011
2830508,469.94,414,466.42,421.275,-1404,4534,-1442,4619,2036,2011
2830510,469.94,413.7,466.9,421.275,-1404,4530,-1437,4619,2032,2014
2830512,469.78,414.225,466.98,421.35,-1407,4536,-1438,4619,2034,2015
2830514,469.62,414,466.58,421.425,-1409,4534,-1442,4620,2037,2012
2830516,469.54,414.375,466.58,421.05,-1411,4537,-1443,4616,2035,2011
2830518,469.7,414.375,466.58,421.65,-1409,4537,-1443,4622,2035,2010
2830520,469.86,414.3,466.1,421.575,-1408,4536,-1449,4622,2033,2015
2830522,469.38,414.9,466.9,421.275,-1414,4543,-1441,4618,2039,2013
2830524,469.86,414.15,466.82,421.275,-1409,4534,-1443,4618,2036,2014
2830526,469.62,414.525,466.98,422.025,-1412,4540,-1441,4627,2041,2019
2830528,469.38,414.675,467.14,421.725,-1416,4541,-1440,4623,2040,2017
2830530,469.38,414.75,467.3,422.775,-1417,4542,-1439,4636,2041,2020
2830532,469.86,414.45,466.74,422.1,-1412,4539,-1446,4628,2040,2019
2830534,469.46,414.9,466.82,421.05,-1417,4544,-1445,4615,2044,2015
2830536,469.62,414.825,466.34,422.4,-1416,4543,-1452,4632,2040,2019
2830538,469.54,414.6,466.66,422.4,-1416,4541,-1448,4632,2040,2020
2830540,469.7,414.675,466.82,421.575,-1416,4542,-1447,4622,2043,2016
2830542,469.86,414.525,466.58,422.325,-1414,4540,-1450,4631,2039,2022
2830544,470.02,414.75,466.9,423.225,-1413,4542,-1448,4641,2039,2021
2830546,469.86,415.2,467.3,422.325,-1415,4548,-1443,4631,2045,2016
2830548,470.02,414.6,466.42,422.55,-1414,4541,-1453,4634,2039,2020
2830550,470.34,414.3,467.06,422.85,-1410,4537,-1446,4637,2037,2024
2830552,470.02,415.2,467.38,421.8,-1414,4548,-1443,4626,2045,2020
2830554,470.1,414.675,467.14,422.7,-1414,4543,-1445,4636,2040,2021
2830556,470.74,414.525,467.46,422.475,-1407,4541,-1443,4634,2040,2018
